"from","to","relationship","relationship_detail","source","LINK_FUNCTION"
"kegg_3574","kegg_3595","activates","activation","KEGG",1
"kegg_3574","kegg_3597","activates","activation","KEGG",1
"kegg_3574","kegg_3601","activates","activation","KEGG",1
"kegg_3574","kegg_3716","activates","activation","KEGG",1
"kegg_3574","kegg_3717","activates","activation","KEGG",1
"kegg_3574","kegg_3718","activates","activation","KEGG",1
"kegg_3574","kegg_50615","activates","activation","KEGG",1
"kegg_3574","kegg_5618","activates","activation","KEGG",1
"kegg_3574","kegg_64109","activates","activation","KEGG",1
"kegg_3574","kegg_9180","activates","activation","KEGG",1
"kegg_3575","kegg_3716","activates","activation","KEGG",1
"kegg_3575","kegg_3717","activates","activation","KEGG",1
"kegg_3575","kegg_3718","activates","activation","KEGG",1
"kegg_3575","kegg_6772","activates","activation_phosphorylation","KEGG",1
"kegg_3575","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_3575","kegg_6776","activates","activation_phosphorylation","KEGG",1
"kegg_3575","kegg_6777","activates","activation_phosphorylation","KEGG",1
"kegg_3575","kegg_6778","activates","activation_phosphorylation","KEGG",1
"kegg_3576","kegg_3577","activates","activation","KEGG",1
"kegg_3576","kegg_3579","activates","activation","KEGG",1
"kegg_3578","kegg_3559","activates","activation","KEGG",1
"kegg_3578","kegg_3560","activates","activation","KEGG",1
"kegg_3578","kegg_3561","activates","activation","KEGG",1
"kegg_3578","kegg_3566","activates","activation","KEGG",1
"kegg_3578","kegg_3575","activates","activation","KEGG",1
"kegg_3578","kegg_3581","activates","activation","KEGG",1
"kegg_3578","kegg_3601","activates","activation","KEGG",1
"kegg_3578","kegg_3716","activates","activation","KEGG",1
"kegg_3578","kegg_3718","activates","activation","KEGG",1
"kegg_3578","kegg_50615","activates","activation","KEGG",1
"kegg_3578","kegg_64109","activates","activation","KEGG",1
"kegg_3581","kegg_6772","activates","activation_phosphorylation","KEGG",1
"kegg_3581","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_3581","kegg_6776","activates","activation_phosphorylation","KEGG",1
"kegg_3581","kegg_6777","activates","activation_phosphorylation","KEGG",1
"kegg_3581","kegg_6778","activates","activation_phosphorylation","KEGG",1
"kegg_3586","kegg_116379","activates","activation","KEGG",1
"kegg_3586","kegg_3587","activates","activation","KEGG",1
"kegg_3586","kegg_3588","activates","activation","KEGG",1
"kegg_3586","kegg_3716","activates","activation","KEGG",1
"kegg_3586","kegg_3718","activates","activation","KEGG",1
"kegg_3586","kegg_53832","activates","activation","KEGG",1
"kegg_3586","kegg_53833","activates","activation","KEGG",1
"kegg_3586","kegg_58985","activates","activation","KEGG",1
"kegg_3586","kegg_7297","activates","activation","KEGG",1
"kegg_3587","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_3588","kegg_6772","activates","activation_phosphorylation","KEGG",1
"kegg_3588","kegg_6773","activates","activation_phosphorylation","KEGG",1
"kegg_3588","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_3589","kegg_1271","activates","activation","KEGG",1
"kegg_3589","kegg_133396","activates","activation","KEGG",1
"kegg_3589","kegg_3566","activates","activation","KEGG",1
"kegg_3589","kegg_3570","activates","activation","KEGG",1
"kegg_3589","kegg_3572","activates","activation","KEGG",1
"kegg_3589","kegg_3590","activates","activation","KEGG",1
"kegg_3589","kegg_3597","activates","activation","KEGG",1
"kegg_3589","kegg_3598","activates","activation","KEGG",1
"kegg_3589","kegg_3716","activates","activation","KEGG",1
"kegg_3589","kegg_3717","activates","activation","KEGG",1
"kegg_3589","kegg_3977","activates","activation","KEGG",1
"kegg_3589","kegg_7297","activates","activation","KEGG",1
"kegg_3589","kegg_9180","activates","activation","KEGG",1
"kegg_3589","kegg_9466","activates","activation","KEGG",1
"kegg_3590","kegg_6772","activates","activation_phosphorylation","KEGG",1
"kegg_3590","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_3590","kegg_6778","activates","activation_phosphorylation","KEGG",1
"kegg_3592","kegg_1439","activates","activation","KEGG",1
"kegg_3592","kegg_149233","activates","activation","KEGG",1
"kegg_3592","kegg_2057","activates","activation","KEGG",1
"kegg_3592","kegg_3454","activates","activation","KEGG",1
"kegg_3592","kegg_3455","activates","activation","KEGG",1
"kegg_3592","kegg_3459","activates","activation","KEGG",1
"kegg_3592","kegg_3460","activates","activation","KEGG",1
"kegg_3592","kegg_3559","activates","activation","KEGG",1
"kegg_3592","kegg_3560","activates","activation","KEGG",1
"kegg_3592","kegg_3561","activates","activation","KEGG",1
"kegg_3592","kegg_3563","activates","activation","KEGG",1
"kegg_3592","kegg_3566","activates","activation","KEGG",1
"kegg_3592","kegg_3568","activates","activation","KEGG",1
"kegg_3592","kegg_3570","activates","activation","KEGG",1
"kegg_3592","kegg_3572","activates","activation","KEGG",1
"kegg_3592","kegg_3575","activates","activation","KEGG",1
"kegg_3592","kegg_3594","activates","activation","KEGG",1
"kegg_3592","kegg_3595","activates","activation","KEGG",1
"kegg_3592","kegg_3597","activates","activation","KEGG",1
"kegg_3592","kegg_3601","activates","activation","KEGG",1
"kegg_3592","kegg_3717","activates","activation","KEGG",1
"kegg_3592","kegg_7297","activates","activation","KEGG",1
"kegg_3593","kegg_1439","activates","activation","KEGG",1
"kegg_3593","kegg_149233","activates","activation","KEGG",1
"kegg_3593","kegg_2057","activates","activation","KEGG",1
"kegg_3593","kegg_3454","activates","activation","KEGG",1
"kegg_3593","kegg_3455","activates","activation","KEGG",1
"kegg_3593","kegg_3459","activates","activation","KEGG",1
"kegg_3593","kegg_3460","activates","activation","KEGG",1
"kegg_3593","kegg_3559","activates","activation","KEGG",1
"kegg_3593","kegg_3560","activates","activation","KEGG",1
"kegg_3593","kegg_3561","activates","activation","KEGG",1
"kegg_3593","kegg_3563","activates","activation","KEGG",1
"kegg_3593","kegg_3566","activates","activation","KEGG",1
"kegg_3593","kegg_3568","activates","activation","KEGG",1
"kegg_3593","kegg_3570","activates","activation","KEGG",1
"kegg_3593","kegg_3572","activates","activation","KEGG",1
"kegg_3593","kegg_3575","activates","activation","KEGG",1
"kegg_3593","kegg_3594","activates","activation","KEGG",1
"kegg_3593","kegg_3595","activates","activation","KEGG",1
"kegg_3593","kegg_3597","activates","activation","KEGG",1
"kegg_3593","kegg_3601","activates","activation","KEGG",1
"kegg_3593","kegg_3717","activates","activation","KEGG",1
"kegg_3593","kegg_7297","activates","activation","KEGG",1
"kegg_3594","kegg_3716","activates","activation","KEGG",1
"kegg_3594","kegg_3717","activates","activation","KEGG",1
"kegg_3594","kegg_3718","activates","activation","KEGG",1
"kegg_3594","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_3594","kegg_6775","activates","activation_phosphorylation","KEGG",1
"kegg_3595","kegg_3716","activates","activation","KEGG",1
"kegg_3595","kegg_3717","activates","activation","KEGG",1
"kegg_3595","kegg_3718","activates","activation","KEGG",1
"kegg_3595","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_3595","kegg_6775","activates","activation_phosphorylation","KEGG",1
"kegg_3596","kegg_1271","activates","activation","KEGG",1
"kegg_3596","kegg_133396","activates","activation","KEGG",1
"kegg_3596","kegg_1439","activates","activation","KEGG",1
"kegg_3596","kegg_149233","activates","activation","KEGG",1
"kegg_3596","kegg_2057","activates","activation","KEGG",1
"kegg_3596","kegg_3454","activates","activation","KEGG",1
"kegg_3596","kegg_3455","activates","activation","KEGG",1
"kegg_3596","kegg_3459","activates","activation","KEGG",1
"kegg_3596","kegg_3460","activates","activation","KEGG",1
"kegg_3596","kegg_3559","activates","activation","KEGG",1
"kegg_3596","kegg_3560","activates","activation","KEGG",1
"kegg_3596","kegg_3561","activates","activation","KEGG",1
"kegg_3596","kegg_3563","activates","activation","KEGG",1
"kegg_3596","kegg_3566","activates","activation","KEGG",1
"kegg_3596","kegg_3568","activates","activation","KEGG",1
"kegg_3596","kegg_3570","activates","activation","KEGG",1
"kegg_3596","kegg_3572","activates","activation","KEGG",1
"kegg_3596","kegg_3575","activates","activation","KEGG",1
"kegg_3596","kegg_3590","activates","activation","KEGG",1
"kegg_3596","kegg_3594","activates","activation","KEGG",1
"kegg_3596","kegg_3595","activates","activation","KEGG",1
"kegg_3596","kegg_3597","activates","activation","KEGG",1
"kegg_3596","kegg_3598","activates","activation","KEGG",1
"kegg_3596","kegg_3601","activates","activation","KEGG",1
"kegg_3596","kegg_3716","activates","activation","KEGG",1
"kegg_3596","kegg_3717","activates","activation","KEGG",1
"kegg_3596","kegg_3977","activates","activation","KEGG",1
"kegg_3596","kegg_7297","activates","activation","KEGG",1
"kegg_3596","kegg_9180","activates","activation","KEGG",1
"kegg_3596","kegg_9466","activates","activation","KEGG",1
"kegg_3597","kegg_3716","activates","activation","KEGG",1
"kegg_3597","kegg_3717","activates","activation","KEGG",1
"kegg_3597","kegg_3718","activates","activation","KEGG",1
"kegg_3597","kegg_6772","activates","activation_phosphorylation","KEGG",1
"kegg_3597","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_3597","kegg_6778","activates","activation_phosphorylation","KEGG",1
"kegg_3598","kegg_6772","activates","activation_phosphorylation","KEGG",1
"kegg_3598","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_3598","kegg_6778","activates","activation_phosphorylation","KEGG",1
"kegg_3600","kegg_1439","activates","activation","KEGG",1
"kegg_3600","kegg_149233","activates","activation","KEGG",1
"kegg_3600","kegg_2057","activates","activation","KEGG",1
"kegg_3600","kegg_3454","activates","activation","KEGG",1
"kegg_3600","kegg_3455","activates","activation","KEGG",1
"kegg_3600","kegg_3459","activates","activation","KEGG",1
"kegg_3600","kegg_3460","activates","activation","KEGG",1
"kegg_3600","kegg_3559","activates","activation","KEGG",1
"kegg_3600","kegg_3560","activates","activation","KEGG",1
"kegg_3600","kegg_3561","activates","activation","KEGG",1
"kegg_3600","kegg_3563","activates","activation","KEGG",1
"kegg_3600","kegg_3566","activates","activation","KEGG",1
"kegg_3600","kegg_3568","activates","activation","KEGG",1
"kegg_3600","kegg_3570","activates","activation","KEGG",1
"kegg_3600","kegg_3572","activates","activation","KEGG",1
"kegg_3600","kegg_3575","activates","activation","KEGG",1
"kegg_3600","kegg_3581","activates","activation","KEGG",1
"kegg_3600","kegg_3594","activates","activation","KEGG",1
"kegg_3600","kegg_3595","activates","activation","KEGG",1
"kegg_3600","kegg_3597","activates","activation","KEGG",1
"kegg_3600","kegg_3601","activates","activation","KEGG",1
"kegg_3600","kegg_3716","activates","activation","KEGG",1
"kegg_3600","kegg_3718","activates","activation","KEGG",1
"kegg_3600","kegg_50615","activates","activation","KEGG",1
"kegg_3600","kegg_64109","activates","activation","KEGG",1
"kegg_3601","kegg_3716","activates","activation","KEGG",1
"kegg_3601","kegg_3717","activates","activation","KEGG",1
"kegg_3601","kegg_3718","activates","activation","KEGG",1
"kegg_3601","kegg_6772","activates","activation_phosphorylation","KEGG",1
"kegg_3601","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_3601","kegg_6776","activates","activation_phosphorylation","KEGG",1
"kegg_3601","kegg_6777","activates","activation_phosphorylation","KEGG",1
"kegg_3601","kegg_6778","activates","activation_phosphorylation","KEGG",1
"kegg_3603","kegg_920","activates","activation","KEGG",1
"kegg_3605","kegg_23765","activates","activation","KEGG",1
"kegg_3605","kegg_84818","activates","activation","KEGG",1
"kegg_3606","kegg_8807","activates","activation","KEGG",1
"kegg_3606","kegg_8809","activates","activation","KEGG",1
"kegg_3611","kegg_10000","activates","activation_phosphorylation","KEGG",1
"kegg_3611","kegg_10000","other","phosphorylation","KEGG",0
"kegg_3611","kegg_207","activates","activation_phosphorylation","KEGG",1
"kegg_3611","kegg_207","other","phosphorylation","KEGG",0
"kegg_3611","kegg_208","activates","activation_phosphorylation","KEGG",1
"kegg_3611","kegg_208","other","phosphorylation","KEGG",0
"kegg_3611","kegg_5829","other","binding_association","KEGG",0
"kegg_3624","kegg_4838","inhibits","inhibition","KEGG",-1
"kegg_3624","kegg_7040","inhibits","inhibition","KEGG",-1
"kegg_3624","kegg_7042","inhibits","inhibition","KEGG",-1
"kegg_3624","kegg_7043","inhibits","inhibition","KEGG",-1
"kegg_3624","kegg_92","activates","activation","KEGG",1
"kegg_3624","kegg_93","activates","activation","KEGG",1
"kegg_3625","kegg_4838","inhibits","inhibition","KEGG",-1
"kegg_3625","kegg_657","activates","activation","KEGG",1
"kegg_3625","kegg_658","activates","activation","KEGG",1
"kegg_3625","kegg_7040","inhibits","inhibition","KEGG",-1
"kegg_3625","kegg_7042","inhibits","inhibition","KEGG",-1
"kegg_3625","kegg_7043","inhibits","inhibition","KEGG",-1
"kegg_3625","kegg_90","activates","activation","KEGG",1
"kegg_3625","kegg_92","activates","activation","KEGG",1
"kegg_3625","kegg_93","activates","activation","KEGG",1
"kegg_3626","kegg_4838","inhibits","inhibition","KEGG",-1
"kegg_3626","kegg_7040","inhibits","inhibition","KEGG",-1
"kegg_3626","kegg_7042","inhibits","inhibition","KEGG",-1
"kegg_3626","kegg_7043","inhibits","inhibition","KEGG",-1
"kegg_3626","kegg_92","activates","activation","KEGG",1
"kegg_3626","kegg_93","activates","activation","KEGG",1
"kegg_3627","kegg_2833","activates","activation","KEGG",1
"kegg_3630","kegg_1436","activates","activation","KEGG",1
"kegg_3630","kegg_1956","activates","activation","KEGG",1
"kegg_3630","kegg_1969","activates","activation","KEGG",1
"kegg_3630","kegg_2064","activates","activation","KEGG",1
"kegg_3630","kegg_2065","activates","activation","KEGG",1
"kegg_3630","kegg_2066","activates","activation","KEGG",1
"kegg_3630","kegg_2260","activates","activation","KEGG",1
"kegg_3630","kegg_2261","activates","activation","KEGG",1
"kegg_3630","kegg_2263","activates","activation","KEGG",1
"kegg_3630","kegg_2264","activates","activation","KEGG",1
"kegg_3630","kegg_2321","activates","activation","KEGG",1
"kegg_3630","kegg_2322","activates","activation","KEGG",1
"kegg_3630","kegg_2324","activates","activation","KEGG",1
"kegg_3630","kegg_3480","activates","activation","KEGG",1
"kegg_3630","kegg_3643","activates","activation","KEGG",1
"kegg_3630","kegg_3645","activates","activation","KEGG",1
"kegg_3630","kegg_3791","activates","activation","KEGG",1
"kegg_3630","kegg_3815","activates","activation","KEGG",1
"kegg_3630","kegg_4233","activates","activation","KEGG",1
"kegg_3630","kegg_4804","activates","activation","KEGG",1
"kegg_3630","kegg_4914","activates","activation","KEGG",1
"kegg_3630","kegg_4915","activates","activation","KEGG",1
"kegg_3630","kegg_5156","activates","activation","KEGG",1
"kegg_3630","kegg_5159","activates","activation","KEGG",1
"kegg_3630","kegg_7010","activates","activation","KEGG",1
"kegg_3643","kegg_2885","activates","activation","KEGG",1
"kegg_3643","kegg_3667","activates","activation","KEGG",1
"kegg_3643","kegg_5290","activates","activation_indirect effect","KEGG",1
"kegg_3643","kegg_5291","activates","activation_indirect effect","KEGG",1
"kegg_3643","kegg_5293","activates","activation_indirect effect","KEGG",1
"kegg_3643","kegg_5295","activates","activation_indirect effect","KEGG",1
"kegg_3643","kegg_5296","activates","activation_indirect effect","KEGG",1
"kegg_3643","kegg_5604","activates","activation_indirect effect","KEGG",1
"kegg_3643","kegg_5605","activates","activation_indirect effect","KEGG",1
"kegg_3643","kegg_8503","activates","activation_indirect effect","KEGG",1
"kegg_3645","kegg_2885","activates","activation","KEGG",1
"kegg_3645","kegg_5290","activates","activation","KEGG",1
"kegg_3645","kegg_5291","activates","activation","KEGG",1
"kegg_3645","kegg_5293","activates","activation","KEGG",1
"kegg_3645","kegg_5295","activates","activation","KEGG",1
"kegg_3645","kegg_5296","activates","activation","KEGG",1
"kegg_3645","kegg_8503","activates","activation","KEGG",1
"kegg_3654","kegg_7189","activates","activation_indirect effect","KEGG",1
"kegg_3655","kegg_5747","activates","activation","KEGG",1
"kegg_3667","kegg_5290","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3667","kegg_5291","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3667","kegg_5293","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3667","kegg_5295","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3667","kegg_5296","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3667","kegg_8503","activates","activation|activation_phosphorylation","KEGG",1
"kegg_367","kegg_354","activates","expression","KEGG",1
"kegg_367","kegg_367","activates","activation","KEGG",1
"kegg_3673","kegg_5747","activates","activation","KEGG",1
"kegg_3674","kegg_5747","activates","activation","KEGG",1
"kegg_3675","kegg_5747","activates","activation","KEGG",1
"kegg_3685","kegg_5747","activates","activation","KEGG",1
"kegg_3688","kegg_5578","other","binding_association","KEGG",0
"kegg_3688","kegg_5579","other","binding_association","KEGG",0
"kegg_3688","kegg_5582","other","binding_association","KEGG",0
"kegg_3688","kegg_5747","activates","activation","KEGG",1
"kegg_3688","kegg_6714","activates","activation","KEGG",1
"kegg_3688","kegg_857","other","binding_association","KEGG",0
"kegg_3688","kegg_858","other","binding_association","KEGG",0
"kegg_3688","kegg_859","other","binding_association","KEGG",0
"kegg_369","kegg_5604","activates","activation_phosphorylation","KEGG",1
"kegg_369","kegg_5604","other","phosphorylation","KEGG",0
"kegg_369","kegg_5605","activates","activation_phosphorylation","KEGG",1
"kegg_369","kegg_5605","other","phosphorylation","KEGG",0
"kegg_3690","kegg_5578","other","binding_association","KEGG",0
"kegg_3690","kegg_5579","other","binding_association","KEGG",0
"kegg_3690","kegg_5582","other","binding_association","KEGG",0
"kegg_3690","kegg_5747","activates","activation","KEGG",1
"kegg_3690","kegg_6714","activates","activation","KEGG",1
"kegg_3690","kegg_857","other","binding_association","KEGG",0
"kegg_3690","kegg_858","other","binding_association","KEGG",0
"kegg_3690","kegg_859","other","binding_association","KEGG",0
"kegg_3691","kegg_5578","other","binding_association","KEGG",0
"kegg_3691","kegg_5579","other","binding_association","KEGG",0
"kegg_3691","kegg_5582","other","binding_association","KEGG",0
"kegg_3691","kegg_5747","activates","activation","KEGG",1
"kegg_3691","kegg_6714","activates","activation","KEGG",1
"kegg_3691","kegg_857","other","binding_association","KEGG",0
"kegg_3691","kegg_858","other","binding_association","KEGG",0
"kegg_3691","kegg_859","other","binding_association","KEGG",0
"kegg_3693","kegg_5578","other","binding_association","KEGG",0
"kegg_3693","kegg_5579","other","binding_association","KEGG",0
"kegg_3693","kegg_5582","other","binding_association","KEGG",0
"kegg_3693","kegg_5747","activates","activation","KEGG",1
"kegg_3693","kegg_6714","activates","activation","KEGG",1
"kegg_3693","kegg_857","other","binding_association","KEGG",0
"kegg_3693","kegg_858","other","binding_association","KEGG",0
"kegg_3693","kegg_859","other","binding_association","KEGG",0
"kegg_3694","kegg_5578","other","binding_association","KEGG",0
"kegg_3694","kegg_5579","other","binding_association","KEGG",0
"kegg_3694","kegg_5582","other","binding_association","KEGG",0
"kegg_3694","kegg_5747","activates","activation","KEGG",1
"kegg_3694","kegg_6714","activates","activation","KEGG",1
"kegg_3694","kegg_857","other","binding_association","KEGG",0
"kegg_3694","kegg_858","other","binding_association","KEGG",0
"kegg_3694","kegg_859","other","binding_association","KEGG",0
"kegg_3695","kegg_5578","other","binding_association","KEGG",0
"kegg_3695","kegg_5579","other","binding_association","KEGG",0
"kegg_3695","kegg_5582","other","binding_association","KEGG",0
"kegg_3695","kegg_5747","activates","activation","KEGG",1
"kegg_3695","kegg_6714","activates","activation","KEGG",1
"kegg_3695","kegg_857","other","binding_association","KEGG",0
"kegg_3695","kegg_858","other","binding_association","KEGG",0
"kegg_3695","kegg_859","other","binding_association","KEGG",0
"kegg_3696","kegg_5578","other","binding_association","KEGG",0
"kegg_3696","kegg_5579","other","binding_association","KEGG",0
"kegg_3696","kegg_5582","other","binding_association","KEGG",0
"kegg_3696","kegg_5747","activates","activation","KEGG",1
"kegg_3696","kegg_6714","activates","activation","KEGG",1
"kegg_3696","kegg_857","other","binding_association","KEGG",0
"kegg_3696","kegg_858","other","binding_association","KEGG",0
"kegg_3696","kegg_859","other","binding_association","KEGG",0
"kegg_3714","kegg_4851","activates","activation","KEGG",1
"kegg_3714","kegg_4853","activates","activation","KEGG",1
"kegg_3714","kegg_4854","activates","activation","KEGG",1
"kegg_3714","kegg_4855","activates","activation","KEGG",1
"kegg_3716","kegg_5290","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3716","kegg_5291","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3716","kegg_5293","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3716","kegg_5295","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3716","kegg_5296","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3716","kegg_5781","activates","activation_phosphorylation","KEGG",1
"kegg_3716","kegg_6772","activates","activation_phosphorylation","KEGG",1
"kegg_3716","kegg_6773","activates","activation_phosphorylation","KEGG",1
"kegg_3716","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_3716","kegg_6775","activates","activation_phosphorylation","KEGG",1
"kegg_3716","kegg_6776","activates","activation_phosphorylation","KEGG",1
"kegg_3716","kegg_6777","activates","activation_phosphorylation","KEGG",1
"kegg_3716","kegg_6778","activates","activation_phosphorylation","KEGG",1
"kegg_3716","kegg_8503","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3717","kegg_5290","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3717","kegg_5291","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3717","kegg_5293","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3717","kegg_5295","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3717","kegg_5296","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3717","kegg_5781","activates","activation_phosphorylation","KEGG",1
"kegg_3717","kegg_6772","activates","activation_phosphorylation","KEGG",1
"kegg_3717","kegg_6773","activates","activation_phosphorylation","KEGG",1
"kegg_3717","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_3717","kegg_6775","activates","activation_phosphorylation","KEGG",1
"kegg_3717","kegg_6776","activates","activation_phosphorylation","KEGG",1
"kegg_3717","kegg_6777","activates","activation_phosphorylation","KEGG",1
"kegg_3717","kegg_6778","activates","activation_phosphorylation","KEGG",1
"kegg_3717","kegg_8503","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3718","kegg_5290","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3718","kegg_5291","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3718","kegg_5293","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3718","kegg_5295","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3718","kegg_5296","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3718","kegg_5781","activates","activation_phosphorylation","KEGG",1
"kegg_3718","kegg_6772","activates","activation_phosphorylation","KEGG",1
"kegg_3718","kegg_6773","activates","activation_phosphorylation","KEGG",1
"kegg_3718","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_3718","kegg_6775","activates","activation_phosphorylation","KEGG",1
"kegg_3718","kegg_6776","activates","activation_phosphorylation","KEGG",1
"kegg_3718","kegg_6777","activates","activation_phosphorylation","KEGG",1
"kegg_3718","kegg_6778","activates","activation_phosphorylation","KEGG",1
"kegg_3718","kegg_8503","activates","activation|activation_phosphorylation","KEGG",1
"kegg_3725","kegg_10018","activates","expression","KEGG",1
"kegg_3725","kegg_1019","activates","expression","KEGG",1
"kegg_3725","kegg_2277","activates","expression","KEGG",1
"kegg_3725","kegg_355","activates","expression","KEGG",1
"kegg_3725","kegg_356","activates","expression","KEGG",1
"kegg_3725","kegg_3576","activates","expression","KEGG",1
"kegg_3725","kegg_4312","activates","expression","KEGG",1
"kegg_3725","kegg_4313","activates","expression","KEGG",1
"kegg_3725","kegg_4318","activates","expression","KEGG",1
"kegg_3725","kegg_4609","activates","expression","KEGG",1
"kegg_3725","kegg_5228","activates","expression","KEGG",1
"kegg_3725","kegg_5467","activates","expression","KEGG",1
"kegg_3725","kegg_595","activates","expression","KEGG",1
"kegg_3725","kegg_7157","activates","expression","KEGG",1
"kegg_3725","kegg_7422","activates","expression","KEGG",1
"kegg_3725","kegg_7423","activates","expression","KEGG",1
"kegg_3725","kegg_7424","activates","expression","KEGG",1
"kegg_3725","kegg_8739","activates","expression","KEGG",1
"kegg_3725","kegg_894","activates","expression","KEGG",1
"kegg_3725","kegg_896","activates","expression","KEGG",1
"kegg_3728","kegg_4609","activates","expression","KEGG",1
"kegg_3728","kegg_51176","other","binding_association","KEGG",0
"kegg_3728","kegg_5467","activates","expression","KEGG",1
"kegg_3728","kegg_595","activates","expression","KEGG",1
"kegg_3728","kegg_6932","other","binding_association","KEGG",0
"kegg_3728","kegg_6934","other","binding_association","KEGG",0
"kegg_3728","kegg_83439","other","binding_association","KEGG",0
"kegg_374","kegg_1436","activates","activation","KEGG",1
"kegg_374","kegg_1956","activates","activation","KEGG",1
"kegg_374","kegg_1969","activates","activation","KEGG",1
"kegg_374","kegg_2064","activates","activation","KEGG",1
"kegg_374","kegg_2065","activates","activation","KEGG",1
"kegg_374","kegg_2066","activates","activation","KEGG",1
"kegg_374","kegg_2260","activates","activation","KEGG",1
"kegg_374","kegg_2261","activates","activation","KEGG",1
"kegg_374","kegg_2263","activates","activation","KEGG",1
"kegg_374","kegg_2264","activates","activation","KEGG",1
"kegg_374","kegg_2321","activates","activation","KEGG",1
"kegg_374","kegg_2322","activates","activation","KEGG",1
"kegg_374","kegg_2324","activates","activation","KEGG",1
"kegg_374","kegg_3480","activates","activation","KEGG",1
"kegg_374","kegg_3643","activates","activation","KEGG",1
"kegg_374","kegg_3791","activates","activation","KEGG",1
"kegg_374","kegg_3815","activates","activation","KEGG",1
"kegg_374","kegg_4233","activates","activation","KEGG",1
"kegg_374","kegg_4804","activates","activation","KEGG",1
"kegg_374","kegg_4914","activates","activation","KEGG",1
"kegg_374","kegg_4915","activates","activation","KEGG",1
"kegg_374","kegg_5156","activates","activation","KEGG",1
"kegg_374","kegg_5159","activates","activation","KEGG",1
"kegg_374","kegg_7010","activates","activation","KEGG",1
"kegg_374654","kegg_51684","other","binding_association","KEGG",0
"kegg_375387","kegg_7040","activates","activation_binding/association","KEGG",1
"kegg_375387","kegg_7042","activates","activation_binding/association","KEGG",1
"kegg_375387","kegg_7043","activates","activation_binding/association","KEGG",1
"kegg_375790","kegg_1605","activates","activation","KEGG",1
"kegg_3791","kegg_25759","activates","activation","KEGG",1
"kegg_3791","kegg_2885","activates","activation","KEGG",1
"kegg_3791","kegg_3667","activates","activation","KEGG",1
"kegg_3791","kegg_399694","activates","activation","KEGG",1
"kegg_3791","kegg_5290","activates","activation","KEGG",1
"kegg_3791","kegg_5291","activates","activation","KEGG",1
"kegg_3791","kegg_5293","activates","activation","KEGG",1
"kegg_3791","kegg_5295","activates","activation","KEGG",1
"kegg_3791","kegg_5296","activates","activation","KEGG",1
"kegg_3791","kegg_5335","activates","activation","KEGG",1
"kegg_3791","kegg_53358","activates","activation","KEGG",1
"kegg_3791","kegg_5336","activates","activation","KEGG",1
"kegg_3791","kegg_5747","activates","activation","KEGG",1
"kegg_3791","kegg_5829","activates","activation","KEGG",1
"kegg_3791","kegg_6464","activates","activation","KEGG",1
"kegg_3791","kegg_6714","activates","activation","KEGG",1
"kegg_3791","kegg_8503","activates","activation","KEGG",1
"kegg_3791","kegg_9047","activates","activation","KEGG",1
"kegg_3791","kegg_998","activates","activation","KEGG",1
"kegg_3815","kegg_25759","activates","activation","KEGG",1
"kegg_3815","kegg_2885","activates","activation","KEGG",1
"kegg_3815","kegg_3667","activates","activation","KEGG",1
"kegg_3815","kegg_399694","activates","activation","KEGG",1
"kegg_3815","kegg_5290","activates","activation","KEGG",1
"kegg_3815","kegg_5291","activates","activation","KEGG",1
"kegg_3815","kegg_5293","activates","activation","KEGG",1
